ID,Nome,Idade,Gênero,Estado,Departamento,Salário,Data_Contratação,Produto,Vendas_Mensais
2716,Bruno,22,M,SP,Comercial,"R$ 5.032,65",2022-12-29,Produto D,175
2717,Laura,44,F,RJ,Comercial,"R$ 9.086,62",2023-10-22,Produto D,85
2718,Ricardo,39,F,SP,TI,"R$ 8.781,59",2016-09-17,Produto C,116
2719,Tiago,21,M,MG,RH,"R$ 8.812,84",2015-06-23,Produto C,256
2720,Fernanda,35,F,BA,Financeiro,"R$ 12.013,59",2017-11-02,Produto A,273
2721,Paula,45,M,SC,Financeiro,"R$ 8.879,44",2020-03-01,Produto C,7
2722,Tiago,56,F,SC,Comercial,"R$ 11.350,97",2018-10-07,Produto B,283
2723,Julia,56,M,SC,Comercial,"R$ 9.954,96",2022-02-13,Produto B,171
2724,Kaique,53,M,PR,Operações,"R$ 8.596,52",2020-02-25,Produto B,261
2725,Marcos,47,F,SC,Marketing,"R$ 5.956,01",2020-11-06,Produto A,229
2726,Otávio,35,F,PR,Financeiro,"R$ 12.056,00",2021-11-11,Produto C,211
2727,Bruno,24,F,RJ,Financeiro,"R$ 13.332,80",2018-10-18,Produto C,253
2728,Sofia,58,F,PR,Comercial,"R$ 10.987,36",2019-11-25,Produto D,158
2729,Ricardo,61,F,SP,Marketing,"R$ 13.736,94",2021-08-07,Produto D,11
2730,Eduardo,58,M,MG,TI,"R$ 10.937,33",2015-10-21,Produto D,170
2731,Otávio,44,F,SP,RH,"R$ 2.060,14",2015-04-06,Produto B,40
2732,Helena,26,F,PE,TI,"R$ 6.786,50",2024-05-08,Produto B,283
2733,Carlos,62,F,PR,Comercial,"R$ 8.762,54",2019-03-25,Produto A,149
2734,Paula,25,F,ES,RH,"R$ 11.214,31",2016-02-16,Produto A,117
2735,Tiago,20,M,MG,Marketing,"R$ 14.095,51",2024-04-03,Produto B,247
2736,Sofia,37,M,SP,Financeiro,"R$ 5.393,35",2019-10-27,Produto A,81
2737,Igor,40,F,GO,Operações,"R$ 12.229,03",2023-06-13,Produto A,131
2738,Carlos,30,F,ES,Marketing,"R$ 7.727,88",2018-05-04,Produto D,43
2739,Tiago,44,F,ES,Financeiro,"R$ 7.697,11",2015-02-03,Produto B,81
2740,Otávio,22,F,BA,Marketing,"R$ 6.383,49",2019-12-22,Produto C,123
2741,Carlos,63,M,RJ,Comercial,"R$ 2.452,65",2023-11-13,Produto C,104
2742,Sofia,51,M,BA,Marketing,"R$ 2.259,08",2024-09-08,Produto B,102
2743,Carlos,26,F,PR,RH,"R$ 13.374,57",2019-04-28,Produto D,88
2744,Sofia,63,F,PR,Comercial,"R$ 9.128,56",2019-07-20,Produto D,64
2745,Julia,33,F,RS,Comercial,"R$ 3.594,96",2023-12-31,Produto D,291
2746,Laura,51,F,RS,Operações,"R$ 4.432,77",2021-11-18,Produto C,262
2747,Helena,63,M,ES,TI,"R$ 11.705,72",2020-03-15,Produto D,26
2748,Marcos,31,F,GO,Operações,"R$ 12.904,98",2018-07-15,Produto A,213
2749,Ana,20,F,RS,Comercial,"R$ 8.055,43",2016-06-04,Produto D,223
2750,Julia,35,M,ES,Comercial,"R$ 9.824,85",2018-03-20,Produto D,154
2751,Laura,63,M,GO,Marketing,"R$ 5.554,29",2024-09-20,Produto D,198
2752,Paula,56,F,GO,Comercial,"R$ 9.545,84",2018-07-22,Produto C,126
2753,Helena,57,F,GO,Operações,"R$ 3.975,82",2015-06-14,Produto B,271
2754,Laura,61,F,SP,Comercial,"R$ 6.250,45",2023-04-05,Produto B,164
2755,Carlos,51,M,RJ,Marketing,"R$ 4.771,49",2018-05-30,Produto C,106
2756,Helena,58,M,SC,RH,"R$ 7.769,82",2016-11-16,Produto C,287
2757,Ricardo,34,M,GO,Marketing,"R$ 4.178,26",2019-03-12,Produto B,73
2758,Eduardo,43,F,PE,Marketing,"R$ 10.793,45",2022-09-06,Produto B,134
2759,Laura,54,F,PE,Financeiro,"R$ 3.168,15",2017-02-25,Produto A,188
2760,Laura,48,F,ES,Marketing,"R$ 14.687,63",2019-06-07,Produto A,180
2761,Daniela,34,F,SP,TI,"R$ 3.706,19",2023-05-10,Produto B,202
2762,Julia,19,F,PE,Operações,"R$ 2.185,22",2024-02-26,Produto D,169
2763,Kaique,49,M,PR,RH,"R$ 6.388,25",2017-12-19,Produto A,42
2764,Marcos,58,F,PE,Operações,"R$ 13.802,08",2015-02-03,Produto B,267
2765,Sofia,26,F,BA,RH,"R$ 13.336,07",2022-02-23,Produto A,247
2766,Carlos,59,F,PE,Comercial,"R$ 6.258,01",2024-02-10,Produto B,144
2767,Fernanda,24,M,BA,Financeiro,"R$ 8.337,55",2020-01-01,Produto D,276
2768,Otávio,41,F,SP,TI,"R$ 12.373,83",2020-10-27,Produto D,294
2769,Tiago,35,M,GO,TI,"R$ 7.980,45",2022-01-11,Produto D,88
2770,Igor,42,F,PR,TI,"R$ 13.613,07",2015-06-12,Produto B,153
2771,Sofia,21,M,SC,Marketing,"R$ 6.465,58",2016-03-15,Produto C,7
2772,Igor,39,F,ES,Operações,"R$ 14.826,70",2021-12-06,Produto B,268
2773,Kaique,64,F,RJ,Marketing,"R$ 9.525,24",2017-03-10,Produto B,266
2774,Paula,42,M,ES,RH,"R$ 12.052,95",2023-03-21,Produto D,70
2775,Carlos,60,M,GO,RH,"R$ 12.493,11",2015-04-15,Produto D,36
2776,Igor,24,F,RS,Comercial,"R$ 5.865,79",2021-12-07,Produto C,93
2777,Bruno,56,M,SP,RH,"R$ 9.877,88",2021-10-12,Produto D,24
2778,Kaique,51,M,SC,Marketing,"R$ 5.088,32",2017-04-08,Produto A,123
2779,Daniela,62,F,MG,Marketing,"R$ 8.162,42",2024-08-06,Produto D,243
2780,Quésia,55,F,ES,Financeiro,"R$ 12.895,06",2018-02-22,Produto B,147
2781,Quésia,65,F,BA,RH,"R$ 13.476,97",2024-12-14,Produto A,151
2782,Natália,60,M,SC,RH,"R$ 14.400,64",2017-07-02,Produto C,167
2783,Ricardo,45,M,GO,Comercial,"R$ 8.191,14",2019-08-14,Produto C,59
2784,Tiago,22,F,RS,Marketing,"R$ 4.403,21",2024-02-08,Produto A,68
2785,Julia,34,F,SC,Comercial,"R$ 8.965,80",2022-11-06,Produto B,144
2786,Eduardo,23,M,RS,Comercial,"R$ 3.890,10",2017-03-23,Produto C,32
2787,Marcos,41,M,BA,Marketing,"R$ 2.731,36",2019-02-03,Produto B,107
2788,Tiago,50,F,PR,Comercial,"R$ 14.106,92",2016-07-19,Produto C,122
2789,Igor,39,M,BA,Marketing,"R$ 4.177,33",2018-09-23,Produto B,46
2790,Sofia,45,M,MG,Operações,"R$ 10.422,66",2019-09-26,Produto D,272
2791,Ana,27,F,SC,Financeiro,"R$ 7.518,56",2022-06-01,Produto B,201
2792,Daniela,59,M,SP,Comercial,"R$ 13.056,56",2019-11-25,Produto C,159
2793,Otávio,38,F,RJ,Financeiro,"R$ 3.875,55",2015-08-29,Produto B,76
2794,Ricardo,24,F,RJ,Marketing,"R$ 14.352,48",2017-10-30,Produto B,107
2795,Julia,60,F,GO,Marketing,"R$ 7.403,39",2015-06-09,Produto C,161
2796,Natália,21,F,SP,Marketing,"R$ 11.860,87",2016-02-18,Produto B,208
2797,Natália,35,M,BA,Comercial,"R$ 13.299,84",2022-05-26,Produto D,179
2798,Bruno,57,F,MG,Operações,"R$ 12.913,61",2015-03-05,Produto A,140
2799,Ricardo,21,M,PR,Comercial,"R$ 2.929,14",2017-08-11,Produto C,288
2800,Tiago,42,M,BA,Operações,"R$ 3.397,41",2020-10-30,Produto C,44
2801,Carlos,49,F,MG,Comercial,"R$ 12.725,91",2024-06-20,Produto A,17
2802,Eduardo,32,M,SP,RH,"R$ 13.139,23",2023-06-22,Produto A,291
2803,Tiago,56,F,ES,RH,"R$ 11.044,64",2017-05-30,Produto C,118
2804,Fernanda,42,F,RJ,TI,"R$ 12.499,16",2022-01-05,Produto D,157
2805,Gabriel,57,M,ES,TI,"R$ 11.481,42",2022-07-20,Produto C,125
2806,Tiago,40,M,GO,Operações,"R$ 8.097,05",2017-09-29,Produto D,63
2807,Ana,63,M,SP,Marketing,"R$ 11.662,76",2021-08-05,Produto B,96
2808,Kaique,39,M,PR,Financeiro,"R$ 4.777,11",2021-11-01,Produto A,53
2809,Paula,39,F,PR,Marketing,"R$ 3.885,59",2022-01-17,Produto C,111
2810,Gabriel,31,M,SP,RH,"R$ 4.413,81",2022-10-04,Produto C,80
2811,Gabriel,28,F,GO,Operações,"R$ 13.001,82",2016-08-27,Produto B,167
2812,Tiago,45,F,ES,Operações,"R$ 10.885,25",2019-07-23,Produto A,14
2813,Fernanda,45,M,SP,Financeiro,"R$ 4.357,18",2021-12-22,Produto C,3
2814,Daniela,35,M,RS,Financeiro,"R$ 13.371,82",2017-12-21,Produto A,89
2815,Fernanda,54,F,BA,RH,"R$ 14.114,55",2022-02-07,Produto D,279
2816,Eduardo,50,M,SC,RH,"R$ 2.319,39",2022-04-28,Produto A,231
2817,Fernanda,35,F,PE,TI,"R$ 11.925,95",2015-01-14,Produto A,255
2818,Fernanda,62,M,RS,Operações,"R$ 6.557,50",2022-03-21,Produto A,57
2819,Daniela,47,M,RS,Marketing,"R$ 9.230,29",2023-09-03,Produto C,117
2820,Tiago,29,F,SC,Comercial,"R$ 10.889,93",2020-12-12,Produto C,113
2821,Otávio,36,F,PR,TI,"R$ 12.749,41",2018-02-15,Produto D,69
2822,Kaique,48,F,BA,RH,"R$ 9.065,24",2023-03-09,Produto D,37
2823,Eduardo,60,M,BA,TI,"R$ 7.409,03",2016-08-12,Produto C,230
2824,Ricardo,25,M,GO,Marketing,"R$ 11.854,08",2023-03-14,Produto B,238
2825,Paula,38,F,ES,TI,"R$ 9.882,98",2024-11-04,Produto D,154
2826,Laura,58,F,MG,Operações,"R$ 11.649,33",2021-12-23,Produto D,168
2827,Gabriel,29,F,ES,Operações,"R$ 10.273,34",2015-04-21,Produto D,238
2828,Fernanda,64,M,GO,Operações,"R$ 10.099,89",2018-12-17,Produto B,42
2829,Fernanda,20,F,MG,Financeiro,"R$ 14.457,39",2024-08-31,Produto C,117
2830,Otávio,51,F,PE,TI,"R$ 10.121,04",2023-06-26,Produto A,211
2831,Fernanda,58,F,RJ,Financeiro,"R$ 6.118,55",2021-10-21,Produto B,72
2832,Otávio,57,M,GO,RH,"R$ 4.036,55",2019-03-03,Produto D,276
2833,Quésia,50,M,PR,RH,"R$ 9.655,20",2024-04-09,Produto D,287
2834,Bruno,62,M,SC,Marketing,"R$ 2.114,49",2019-01-27,Produto A,29
2835,Julia,24,F,SC,TI,"R$ 12.670,78",2018-04-15,Produto C,21
2836,Fernanda,57,M,PR,TI,"R$ 4.862,18",2024-12-12,Produto B,245
2837,Kaique,31,M,RJ,RH,"R$ 14.479,34",2020-11-18,Produto A,234
2838,Ana,59,F,GO,Financeiro,"R$ 4.375,51",2017-11-25,Produto A,141
2839,Sofia,58,F,PR,RH,"R$ 13.861,62",2016-04-20,Produto D,238
2840,Otávio,19,F,BA,TI,"R$ 2.969,68",2024-03-20,Produto A,132
2841,Helena,43,F,RS,Financeiro,"R$ 10.956,06",2021-12-26,Produto B,58
2842,Otávio,41,F,RS,Marketing,"R$ 7.761,13",2016-10-07,Produto D,181
2843,Daniela,55,F,SP,Comercial,"R$ 3.548,77",2017-12-26,Produto C,225
2844,Helena,37,M,ES,Financeiro,"R$ 7.911,60",2022-04-21,Produto C,222
2845,Paula,34,M,PE,RH,"R$ 4.254,11",2015-03-15,Produto C,29
2846,Sofia,22,M,MG,Financeiro,"R$ 7.347,56",2021-06-03,Produto D,91
2847,Otávio,33,F,SC,Comercial,"R$ 6.772,66",2023-10-14,Produto A,249
2848,Laura,43,M,RS,Financeiro,"R$ 13.429,76",2020-12-18,Produto B,59
2849,Igor,23,M,SC,Financeiro,"R$ 12.229,17",2016-09-22,Produto A,49
2850,Eduardo,64,M,GO,Marketing,"R$ 7.948,27",2016-09-12,Produto C,6
2851,Kaique,61,M,PR,Marketing,"R$ 5.475,27",2018-07-11,Produto A,59
2852,Kaique,64,F,GO,Operações,"R$ 5.256,82",2018-09-04,Produto C,117
2853,Marcos,19,M,RS,Comercial,"R$ 4.091,49",2021-07-04,Produto D,240
2854,Tiago,34,F,SP,Operações,"R$ 3.384,56",2016-02-14,Produto A,111
2855,Otávio,27,M,MG,Comercial,"R$ 6.293,13",2022-07-01,Produto D,252
2856,Sofia,38,M,MG,Financeiro,"R$ 14.490,45",2022-03-08,Produto D,198
2857,Tiago,31,F,SP,Marketing,"R$ 7.048,58",2023-06-27,Produto D,205
2858,Kaique,21,M,MG,Financeiro,"R$ 5.521,71",2017-05-01,Produto B,53
2859,Tiago,64,M,RJ,Marketing,"R$ 7.048,60",2020-07-25,Produto B,132
2860,Laura,23,F,BA,Financeiro,"R$ 3.224,80",2015-01-20,Produto A,98
2861,Ricardo,20,M,ES,Operações,"R$ 2.996,44",2016-01-29,Produto A,9
2862,Igor,42,M,PE,RH,"R$ 13.028,17",2019-01-27,Produto D,283
2863,Natália,56,F,PE,Marketing,"R$ 8.134,01",2024-05-30,Produto C,179
2864,Julia,22,F,PE,RH,"R$ 10.488,93",2022-06-17,Produto D,48
2865,Otávio,47,F,RS,Marketing,"R$ 5.686,97",2020-02-13,Produto D,179
2866,Julia,58,M,SC,RH,"R$ 6.584,57",2023-09-01,Produto D,108
2867,Kaique,59,F,SP,RH,"R$ 4.886,74",2021-02-01,Produto D,252
2868,Natália,59,F,ES,TI,"R$ 5.401,15",2019-10-10,Produto B,214
2869,Natália,65,M,GO,Operações,"R$ 11.383,99",2023-04-15,Produto C,41
2870,Helena,22,F,SP,Comercial,"R$ 14.966,72",2021-08-20,Produto B,209
2871,Julia,35,M,MG,RH,"R$ 9.313,98",2017-03-01,Produto B,37
2872,Bruno,21,F,PE,Financeiro,"R$ 5.464,52",2024-03-15,Produto A,239
2873,Paula,54,F,RS,Comercial,"R$ 14.578,95",2022-04-24,Produto A,152
2874,Sofia,61,M,PR,Financeiro,"R$ 3.210,07",2024-06-12,Produto A,203
2875,Julia,34,F,BA,Marketing,"R$ 2.063,40",2015-06-12,Produto C,173
2876,Daniela,49,F,PR,Comercial,"R$ 12.366,40",2017-04-14,Produto C,122
2877,Bruno,55,F,SC,Marketing,"R$ 10.460,17",2021-07-19,Produto A,248
2878,Daniela,27,M,PR,Marketing,"R$ 4.825,97",2020-09-12,Produto C,53
2879,Kaique,38,F,MG,Operações,"R$ 3.106,60",2018-08-30,Produto A,207
2880,Bruno,60,M,BA,Operações,"R$ 13.563,69",2020-08-01,Produto D,265
2881,Tiago,65,M,SP,Operações,"R$ 2.439,24",2016-02-06,Produto D,172
2882,Carlos,40,F,PE,RH,"R$ 14.614,22",2019-12-19,Produto C,77
2883,Kaique,36,F,MG,Financeiro,"R$ 5.518,49",2022-05-26,Produto C,52
2884,Paula,51,F,SP,Comercial,"R$ 7.318,49",2021-11-09,Produto B,124
2885,Ricardo,38,M,GO,TI,"R$ 4.220,88",2021-11-03,Produto A,12
2886,Quésia,65,F,RJ,RH,"R$ 11.905,80",2017-09-12,Produto A,178
2887,Eduardo,32,F,MG,Operações,"R$ 13.127,31",2018-01-26,Produto D,246
2888,Ana,54,F,SC,TI,"R$ 2.763,01",2023-10-16,Produto D,5
2889,Carlos,51,F,GO,RH,"R$ 4.754,88",2016-02-04,Produto C,292
2890,Kaique,64,F,BA,Comercial,"R$ 6.562,75",2024-06-18,Produto D,101
2891,Laura,63,M,RS,Marketing,"R$ 10.339,68",2023-12-12,Produto B,52
2892,Tiago,55,F,MG,TI,"R$ 6.057,79",2020-04-30,Produto B,89
2893,Ricardo,26,M,RJ,Comercial,"R$ 6.327,41",2020-12-19,Produto A,155
2894,Laura,51,M,SC,RH,"R$ 2.106,90",2019-01-27,Produto A,163
2895,Paula,45,F,GO,TI,"R$ 8.923,54",2022-02-07,Produto D,93
2896,Ana,39,M,PR,Financeiro,"R$ 13.398,49",2021-11-06,Produto C,268
2897,Helena,18,F,BA,Comercial,"R$ 12.921,54",2016-04-03,Produto B,239
2898,Ricardo,38,F,RJ,Comercial,"R$ 6.499,99",2017-06-19,Produto A,31
2899,Quésia,38,M,BA,TI,"R$ 12.300,89",2018-06-26,Produto B,85
2900,Gabriel,51,F,BA,Marketing,"R$ 4.829,73",2017-06-27,Produto C,212
2901,Ricardo,24,M,BA,Comercial,"R$ 7.084,70",2022-05-23,Produto C,256
2902,Helena,53,M,RS,Operações,"R$ 3.542,77",2016-02-08,Produto B,142
2903,Quésia,43,M,ES,Operações,"R$ 10.288,48",2022-03-31,Produto D,162
2904,Carlos,32,M,SP,Operações,"R$ 7.776,87",2021-08-14,Produto A,151
2905,Laura,63,M,BA,Financeiro,"R$ 10.771,12",2017-01-19,Produto B,242
2906,Tiago,36,F,SC,TI,"R$ 8.703,17",2018-08-30,Produto D,284
2907,Daniela,34,M,RS,Marketing,"R$ 8.370,74",2023-07-07,Produto B,75
2908,Tiago,30,F,SC,Marketing,"R$ 12.698,14",2018-03-29,Produto C,7
2909,Tiago,55,M,BA,Marketing,"R$ 14.043,57",2018-02-28,Produto A,239
2910,Sofia,32,F,SC,Financeiro,"R$ 8.533,92",2015-04-05,Produto C,263
2911,Sofia,48,F,RJ,Marketing,"R$ 7.840,67",2024-06-25,Produto B,124
2912,Julia,56,F,SP,Financeiro,"R$ 8.683,03",2023-03-17,Produto C,286
2913,Helena,59,F,RS,Operações,"R$ 3.495,22",2020-08-23,Produto A,252
2914,Carlos,47,F,RJ,TI,"R$ 10.808,62",2024-08-13,Produto D,188
2915,Kaique,32,F,SC,Marketing,"R$ 8.928,79",2018-04-18,Produto D,26
2916,Ana,39,F,PR,TI,"R$ 8.648,23",2017-12-17,Produto D,142
2917,Igor,59,F,MG,Financeiro,"R$ 6.126,59",2021-07-13,Produto D,232
2918,Ricardo,62,M,SC,RH,"R$ 5.655,15",2021-07-20,Produto D,49
2919,Paula,27,M,RJ,Marketing,"R$ 13.124,56",2022-03-08,Produto B,134
2920,Sofia,46,M,MG,TI,"R$ 4.853,79",2015-03-30,Produto B,147
2921,Julia,61,F,PE,TI,"R$ 6.523,27",2022-06-04,Produto B,221
2922,Bruno,49,M,GO,Financeiro,"R$ 13.830,18",2024-05-25,Produto D,148
2923,Fernanda,61,F,RJ,Financeiro,"R$ 12.789,41",2016-01-07,Produto D,262
2924,Sofia,48,F,MG,Marketing,"R$ 14.795,35",2020-11-14,Produto C,230
2925,Ana,61,M,RJ,Marketing,"R$ 12.339,66",2015-05-04,Produto D,196
2926,Natália,50,F,SC,Financeiro,"R$ 4.058,82",2021-01-14,Produto B,262
2927,Bruno,53,F,PE,TI,"R$ 5.420,56",2019-09-06,Produto B,115
2928,Ana,32,M,PR,Operações,"R$ 11.258,36",2016-07-06,Produto B,220
2929,Julia,31,M,RJ,Operações,"R$ 8.599,85",2020-09-23,Produto C,243
2930,Otávio,41,F,SP,Financeiro,"R$ 6.405,10",2019-05-25,Produto A,296
2931,Kaique,34,M,ES,Financeiro,"R$ 13.988,55",2015-03-02,Produto B,131
2932,Fernanda,53,F,BA,Operações,"R$ 7.629,43",2020-01-08,Produto D,276
2933,Tiago,34,M,PR,Marketing,"R$ 3.191,13",2024-04-19,Produto A,134
2934,Kaique,51,F,MG,Financeiro,"R$ 8.637,63",2022-06-19,Produto A,1
2935,Ana,45,F,PE,RH,"R$ 5.180,52",2020-10-15,Produto C,104
2936,Laura,54,F,GO,Marketing,"R$ 12.729,57",2018-05-10,Produto D,110
2937,Otávio,61,M,BA,Operações,"R$ 14.467,39",2018-10-28,Produto A,260
2938,Quésia,64,M,GO,Financeiro,"R$ 4.469,12",2018-06-15,Produto B,280
2939,Ana,37,F,MG,Marketing,"R$ 7.136,26",2018-01-10,Produto C,24
2940,Quésia,32,F,GO,RH,"R$ 12.484,55",2022-03-20,Produto C,169
2941,Quésia,40,M,RJ,RH,"R$ 10.437,13",2024-11-17,Produto C,19
2942,Gabriel,41,F,PE,Marketing,"R$ 3.415,89",2017-03-19,Produto B,250
2943,Marcos,60,F,RJ,RH,"R$ 9.573,86",2024-10-01,Produto B,149
2944,Marcos,20,F,PR,Marketing,"R$ 7.547,20",2018-12-16,Produto A,294
2945,Eduardo,46,M,SP,RH,"R$ 9.957,36",2024-02-05,Produto D,145
2946,Tiago,51,M,PE,Operações,"R$ 7.926,24",2018-02-06,Produto C,22
2947,Quésia,64,F,ES,Marketing,"R$ 9.549,57",2020-04-26,Produto A,252
2948,Daniela,46,M,PR,Operações,"R$ 13.385,65",2023-11-25,Produto B,89
2949,Daniela,26,M,PE,TI,"R$ 10.125,36",2015-11-17,Produto C,172
2950,Laura,27,F,PE,Marketing,"R$ 11.022,61",2019-12-22,Produto C,96
2951,Daniela,30,M,PR,Operações,"R$ 2.758,67",2021-11-02,Produto D,123
2952,Eduardo,43,M,RS,TI,"R$ 9.624,71",2021-11-30,Produto B,160
2953,Ricardo,44,F,ES,Financeiro,"R$ 5.349,01",2020-11-12,Produto C,70
2954,Laura,37,F,SC,Financeiro,"R$ 3.857,43",2021-05-11,Produto C,33
2955,Eduardo,30,F,PE,TI,"R$ 8.206,94",2015-06-02,Produto D,103
2956,Sofia,64,M,RS,Financeiro,"R$ 14.397,26",2021-09-16,Produto C,205
2957,Laura,36,M,PE,TI,"R$ 12.373,60",2019-05-12,Produto D,293
2958,Marcos,41,F,PE,RH,"R$ 4.678,16",2017-11-07,Produto C,2
2959,Carlos,60,F,PE,RH,"R$ 9.714,26",2015-03-09,Produto D,54
2960,Eduardo,46,F,ES,Marketing,"R$ 5.883,79",2016-06-18,Produto C,235
2961,Paula,62,M,SC,RH,"R$ 9.951,74",2020-02-28,Produto B,74
2962,Sofia,45,F,PR,Financeiro,"R$ 10.898,35",2017-07-25,Produto A,75
2963,Eduardo,46,M,PE,RH,"R$ 4.825,27",2021-11-02,Produto A,99
2964,Kaique,56,M,ES,Marketing,"R$ 9.821,41",2024-12-04,Produto C,8
2965,Laura,60,M,MG,Operações,"R$ 9.640,96",2017-11-04,Produto D,175
2966,Tiago,50,M,BA,Marketing,"R$ 4.920,93",2024-10-21,Produto C,55
2967,Eduardo,58,M,BA,Financeiro,"R$ 9.217,79",2016-11-26,Produto D,7
2968,Tiago,30,F,PR,RH,"R$ 2.540,29",2023-01-29,Produto B,169
2969,Eduardo,36,M,GO,Financeiro,"R$ 11.594,88",2021-02-05,Produto A,278
2970,Tiago,21,M,RS,Comercial,"R$ 8.341,45",2018-04-21,Produto A,15
2971,Julia,61,M,SC,Financeiro,"R$ 9.283,91",2023-12-04,Produto B,184
2972,Daniela,43,F,PR,Marketing,"R$ 4.365,09",2021-09-20,Produto C,162
2973,Sofia,37,F,SC,Comercial,"R$ 14.675,21",2022-09-26,Produto C,145
2974,Igor,64,F,RJ,TI,"R$ 9.904,79",2015-04-06,Produto A,201
2975,Eduardo,57,F,RJ,TI,"R$ 14.522,91",2017-11-12,Produto B,244
2976,Daniela,21,F,RS,Marketing,"R$ 6.019,77",2017-12-27,Produto C,20
2977,Fernanda,20,M,PE,Operações,"R$ 3.552,99",2024-03-01,Produto D,289
2978,Carlos,19,M,PE,Marketing,"R$ 7.305,22",2023-05-06,Produto A,49
2979,Ricardo,46,M,RJ,RH,"R$ 11.713,96",2017-04-24,Produto A,100
2980,Fernanda,32,M,PE,Operações,"R$ 7.966,65",2022-05-02,Produto D,4
2981,Ana,40,F,RJ,TI,"R$ 13.650,71",2015-05-01,Produto A,271
2982,Helena,61,F,RS,RH,"R$ 12.906,36",2021-09-08,Produto A,295
2983,Daniela,56,F,ES,Financeiro,"R$ 13.385,39",2019-10-09,Produto D,245
2984,Natália,55,M,RJ,Financeiro,"R$ 4.959,89",2021-01-25,Produto A,93
2985,Quésia,23,M,PR,Operações,"R$ 10.909,61",2020-03-29,Produto D,163
2986,Daniela,23,F,PR,RH,"R$ 13.725,34",2015-01-27,Produto D,282
2987,Julia,53,M,ES,Financeiro,"R$ 6.596,29",2021-04-28,Produto B,98
2988,Fernanda,62,F,SC,Operações,"R$ 6.000,29",2023-05-03,Produto C,164
2989,Gabriel,51,F,MG,Marketing,"R$ 4.042,41",2015-03-23,Produto D,218
2990,Tiago,56,M,RJ,Operações,"R$ 10.488,89",2021-04-01,Produto B,125
2991,Kaique,58,M,MG,TI,"R$ 9.238,16",2020-07-22,Produto B,212
2992,Igor,26,F,PR,RH,"R$ 5.287,33",2023-06-23,Produto A,162
2993,Quésia,23,F,PE,Financeiro,"R$ 8.731,15",2021-08-26,Produto C,270
2994,Natália,27,F,GO,TI,"R$ 8.191,09",2015-02-04,Produto A,138
2995,Tiago,62,F,GO,Financeiro,"R$ 8.789,88",2017-07-27,Produto A,200
2996,Ana,55,M,RJ,Financeiro,"R$ 9.862,40",2023-08-17,Produto C,264
2997,Tiago,39,M,GO,Comercial,"R$ 14.519,94",2021-03-20,Produto B,29
2998,Fernanda,28,M,SC,Marketing,"R$ 12.545,20",2020-04-17,Produto B,266
2999,Tiago,30,M,GO,TI,"R$ 4.444,61",2015-06-29,Produto C,205
3000,Kaique,64,F,GO,Financeiro,"R$ 9.226,71",2017-12-24,Produto D,101
3001,Daniela,42,F,SP,Marketing,"R$ 14.449,74",2016-12-03,Produto A,107
3002,Natália,18,M,MG,TI,"R$ 5.233,24",2022-10-12,Produto B,72
3003,Bruno,39,M,RJ,Marketing,"R$ 3.588,63",2018-12-22,Produto A,122
3004,Paula,28,M,SC,TI,"R$ 11.689,93",2018-04-22,Produto C,116
3005,Julia,33,M,RS,Financeiro,"R$ 9.917,10",2015-05-22,Produto C,288
3006,Laura,61,F,RS,RH,"R$ 9.075,12",2022-09-03,Produto A,283
3007,Tiago,53,F,GO,Financeiro,"R$ 13.314,12",2022-07-05,Produto C,25
3008,Eduardo,18,M,RS,Comercial,"R$ 7.485,96",2016-10-06,Produto A,5
3009,Igor,52,F,RS,RH,"R$ 5.867,47",2021-11-07,Produto B,58
3010,Marcos,45,M,SP,Operações,"R$ 14.857,45",2015-09-25,Produto C,60
3011,Eduardo,36,M,PE,Financeiro,"R$ 7.708,10",2021-11-05,Produto C,283
3012,Fernanda,43,F,RS,Comercial,"R$ 6.277,05",2015-02-13,Produto B,271
3013,Kaique,22,M,PR,Marketing,"R$ 6.150,98",2018-10-18,Produto B,205
3014,Sofia,45,M,RJ,Operações,"R$ 2.934,86",2023-11-08,Produto B,175
3015,Sofia,62,F,ES,Marketing,"R$ 3.226,31",2021-06-14,Produto D,159
3016,Tiago,24,F,BA,Operações,"R$ 6.226,55",2023-11-02,Produto B,186
3017,Laura,35,M,PE,RH,"R$ 10.467,51",2020-01-18,Produto B,88
3018,Daniela,25,M,RJ,Comercial,"R$ 4.955,59",2019-10-14,Produto B,288
3019,Ricardo,59,F,PE,TI,"R$ 3.938,02",2023-11-10,Produto C,10
3020,Kaique,22,F,GO,Comercial,"R$ 9.336,80",2023-07-05,Produto B,184
3021,Laura,62,F,PR,TI,"R$ 12.236,82",2022-05-07,Produto C,253
3022,Sofia,27,M,GO,Operações,"R$ 4.890,75",2022-11-13,Produto C,214
3023,Daniela,40,M,MG,Operações,"R$ 8.189,22",2019-05-02,Produto C,289
3024,Paula,22,M,PR,Operações,"R$ 2.902,21",2016-05-03,Produto D,35
3025,Helena,55,M,PE,RH,"R$ 5.537,68",2020-02-02,Produto C,293
3026,Igor,27,M,MG,RH,"R$ 14.540,29",2022-07-31,Produto C,127
3027,Eduardo,60,M,PR,RH,"R$ 3.344,45",2015-11-02,Produto C,255
3028,Igor,65,M,GO,RH,"R$ 2.498,09",2024-11-19,Produto C,215
3029,Quésia,33,M,MG,TI,"R$ 14.791,34",2016-11-01,Produto D,260
